id,Pedigree,Range,Row,Rep,DTA (DAS),DTS  (DAS),PHT (in),FHT (in),EHT (in),Yield (t/ha),YieldMoist (t/ha)
CS17-G2FE-526,PHP38/PHR03,18,259,2,67,67,94,77,47,12.02005945,12.70640484
CS17-G2FE-527,PHP38/PHW53,18,257,2,66,67,90,73,49,9.541648738,10.07311857
CS17-G2FE-528,PHHB9/NK787,18,255,2,69,69,95,74,46,11.06217463,11.68829372
CS17-G2FE-529,LH195/PHN82,19,255,2,69,69,107,78,38,11.53181719,12.18797759
CS17-G2FE-530,PHV63/PHR03,19,257,2,68,68,95,75,50,9.499799402,10.00518873
CS17-G2FE-531,LH195/PHN47,19,259,2,70,70,98,77,46,12.92214515,13.59668112
CS17-G2FE-532,PHP38/PHM49,19,261,2,66,68,88,72,42,9.039456699,9.486909806
CS17-G2FE-533,PHHB9/LH123HT,19,263,2,68,68,99,75,44,11.23887183,11.88398308
CS17-G2FE-534,PHV63/PHW30,19,265,2,67,67,95,72,45,9.946192325,10.51809838
CS17-G2FE-535,LH195/LH210,19,267,2,69,69,97,75,42,13.69868284,14.48087763
CS17-G2FE-536,PHV63/PH210,19,269,2,67,67,88,72,48,10.07639026,10.63865284
CS17-G2FE-537,PHW52/PHW30,19,271,2,68,66,94,72,44,11.19237257,11.82698009
CS17-G2FE-538,PHW52/PHR03,19,273,2,68,69,94,76,47,11.98750996,12.62884175
CS17-G2FE-539,LH195/PHR03,19,275,2,72,73,101,81,45,12.64314957,13.28415725
CS17-G2FE-540,PHW52/NK787,19,277,2,69,69,99,70,44,11.25282161,11.82671551
CS17-G2FE-541,LH195/PHM49,19,279,2,69,69,93,69,45,10.82967832,11.41014908
CS17-G2FE-542,PHHB9/PHR03,19,281,2,69,69,99,75,40,12.61525001,13.28259674
CS17-G2FE-543,PHW52/PHP60,19,283,2,69,69,91,71,46,11.18772264,11.7661279
CS17-G2FE-544,PHV63/Q381,19,285,2,65,66,82,65,39,8.569814145,9.071148272
CS17-G2FE-545,PHV63/LH123HT,19,287,2,67,67,89,67,44,10.94592648,11.55014162
CS17-G2FE-546,PHP38/LH210,19,289,2,67,67,93,71,47,10.06709041,10.60769316
CS17-G2FE-547,LH195/NK787,19,291,2,69,68,94,74,44,12.78729729,13.39469391
CS17-G2FE-548,PHHB9/LH185,19,293,2,66,66,92,72,42,9.862493652,10.42860079
CS17-G2FE-549,PHP38/PHP60,19,295,2,64,66,87,66,47,6.923740239,7.307315449
CS17-G2FE-550,LH195/PHW30,19,297,2,68,69,98,76,45,10.7552795,11.31240298
CS17-G2FE-551,PHHB9/PHJ65,19,299,2,70,70,96,77,40,10.51813326,11.04509173
CS17-G2FE-552,PHW52/PHR63,19,301,2,66,68,91,65,42,10.09034004,10.58274863
CS17-G2FE-553,LH195/LH123HT,19,303,2,70,70,93,76,46,13.05699301,13.70723126
CS17-G2FE-554,PHV63/PHN47,19,305,2,70,70,90,71,52,10.81572854,11.35651497
CS17-G2FE-555,PHHB9/PHP60,19,307,2,70,69,94,69,40,10.40653503,10.83320296
CS17-G2FE-556,LH195/PHP60,19,309,2,69,70,94,70,45,12.10840805,12.62180455
CS17-G2FE-557,PHHB9/PHN47,19,311,2,69,69,94,73,47,11.23422191,11.73077451
CS17-G2FE-558,PHHB9/LH210,19,313,2,68,69,93,72,46,9.388201171,9.839773647
CS17-G2FE-559,PHP38/PHR63,19,315,2,67,67,88,66,40,11.22492205,11.70647121
CS17-G2FE-560,PHHB9/Q381,19,317,2,65,66,88,60,37,8.741861417,9.212173561
CS17-G2FE-561,LH195/LH185,19,319,2,70,70,87,64,41,9.63929719,10.10391131
CS17-G2FE-562,LH195/PHJ65,20,319,2,70,73,96,75,48,12.92214515,13.48296625
CS17-G2FE-563,PHW52/PHW53,20,317,2,66,68,89,67,42,10.42048481,10.99152737
CS17-G2FE-564,PHW52/PHM57,20,315,2,70,70,91,67,40,10.50883341,10.07061505
CS17-G2FE-565,LH195/PHZ51,20,313,2,69,69,93,75,50,11.56436667,12.11598696
CS17-G2FE-566,PHV63/NK787,20,311,2,69,68,98,76,48,11.922411,12.40884537
CS17-G2FE-567,PHP38/PHN47,20,309,2,69,69,89,70,45,10.08569011,10.55669184
CS17-G2FE-568,PHP38/LH185,20,307,2,67,67,93,71,40,9.369601466,9.868064264
CS17-G2FE-569,PHV63/PHR55,20,305,2,68,67,92,70,43,12.70359861,13.25620515
CS17-G2FE-570,LH195/PHR55,20,303,2,70,70,98,73,42,13.54523527,14.13309848
CS17-G2FE-571,PHW52/PHJ65,20,301,2,69,69,89,73,40,10.33213621,10.85184266
CS17-G2FE-572,LH195/Q381,20,299,2,68,69,82,64,42,9.058056405,9.513676642
CS17-G2FE-573,LH195/PHM57,20,297,2,71,71,92,68,37,12.87099596,13.52741675
CS17-G2FE-574,PHV63/PGM49,20,295,2,67,68,97,68,46,10.59253208,11.15817329
CS17-G2FE-575,PHW52/Q381,20,293,2,64,66,89,69,42,9.192904267,9.681966774
CS17-G2FE-576,PHHB9/PHZ51,20,291,2,67,68,97,73,44,8.086221811,8.528538144
CS17-G2FE-577,PHP38/PHJ65,20,289,2,67,67,98,67,41,10.04384078,10.55406789
CS17-G2FE-578,PHP38/Q381,20,287,2,63,65,95,64,42,7.119037143,7.523398453
CS17-G2FE-579,PHW52/PHN82,20,285,2,67,69,95,73,44,9.867143578,10.35852733
CS17-G2FE-580,PHHB9/PHW30,20,283,2,68,68,99,76,50,10.54603282,11.13871986
CS17-G2FE-581,PHW52/PHN47,20,281,2,69,70,95,72,44,12.33160451,12.98641271
CS17-G2FE-582,PHV63/PHP60,20,279,2,69,68,89,67,42,11.69921453,12.29470455
CS17-G2FE-583,PHHB9/PHW53,20,277,2,67,67,88,68,42,10.61578171,11.1900955
CS17-G2FE-584,PHW52/LH210,20,275,2,67,68,89,71,43,11.85731203,12.50353553
CS17-G2FE-585,PHV63/PHJ65,20,273,2,68,67,97,72,48,10.96452618,11.5588035
CS17-G2FE-586,LH195/PHR63,20,271,2,69,69,94,67,43,10.36468569,10.88602938
CS17-G2FE-587,PHHB9/PHR63,20,269,2,67,68,94,71,46,7.909524612,8.305791795
CS17-G2FE-588,PHW52/PHZ51,20,267,2,67,67,91,71,44,8.844159795,9.343854824
CS17-G2FE-589,PHHB9/PHM49,20,265,2,67,68,98,72,42,9.978741809,10.51360237
CS17-G2FE-590,PHP38/PHM57,20,263,2,69,68,91,70,42,10.40653503,10.98409772
CS17-G2FE-591,PHW52/PHR55,20,261,2,68,68,96,70,38,13.32203881,13.95750006
CS17-G2FE-592,PHV63/PHR63,20,259,2,66,66,96,75,50,8.049022401,8.496548046
CS17-G2FE-593,PHV63/PHW53,20,257,2,66,67,94,70,51,10.03454092,10.57540268
CS17-G2FE-594,PHHB9/PHR55,20,255,2,69,69,101,75,46,11.95961041,12.59466572
